csas_reference_id,year,extracted_title,reference,priority_for_scope_audit,priority_reason,corpus_match_status,matched_corpus_id,matched_corpus_title,match_score,match_method,manual_audit_note
CSAS-135,2019,Glass sponge grounds on the Scotian Shelf and their associated biodiversity,"Hawkes, N., Korabik, M., Beazley, L., Rapp, H.T., Xavier, J.R., and Kenchington, E. 2019. Glass sponge grounds on the Scotian Shelf and their associated biodiversity. Mar. Ecol. Prog. Ser. 614: 91–109.",NO,,PRESENT,CWC-01918FB1244A,Glass sponge grounds on the Scotian Shelf and their associated biodiversity,1.0,normalized title contained in CSAS reference,
CSAS-136,2009,Damage and disturbance to coral and sponge habitat of the Aleutian Archipelago,"Heifetz, J., Stone, R.P., and Shotwell, S.K. 2009. Damage and disturbance to coral and sponge habitat of the Aleutian Archipelago. Mar. Ecol. Prog. Ser. 397: 295–303.",NO,,NOT FOUND,,,0.435,no match above 0.84 threshold within publication year +/- 1,
CSAS-137,2015,Hidden impacts of ocean acidification to live and dead coral framework,"Hennige, S.J., Wicks, L.C., Kamenos, N.A., Perna, G., Findlay, H.S., and Roberts, J.M. 2015. Hidden impacts of ocean acidification to live and dead coral framework. Proc. R. Soc. B. 282: 20150990.",NO,,PRESENT,CWC-034B5B194DB6,C,0.852,fuzzy title/year,
CSAS-138,2005,Regeneration from Injury and Resource Allocation in Sponges and Corals – a Review,"Henry, L.A., and Hart, M. 2005. Regeneration from Injury and Resource Allocation in Sponges and Corals – a Review. Int. Rev. Hydrobiol. 90(2): 125–158.",NO,,PRESENT,CWC-6135C2A9B83D,Regeneration from Injury and Resource Allocation in Sponges and Corals - a Review,1.0,normalized title contained in CSAS reference,
CSAS-139,2007,"Biodiversity and ecological composition of macrobenthos on cold water coral mounds and adjacent off-mound habitat in the bathyal Porcupine Seabight, NE Atlantic. Deep-Sea Res","Henry, L.A., and Roberts, J.M. 2007. Biodiversity and ecological composition of macrobenthos on cold water coral mounds and adjacent off-mound habitat in the bathyal Porcupine Seabight, NE Atlantic. Deep-Sea Res. Part I. 54: 654–672.",NO,,PRESENT,CWC-146F5C76E308,"Biodiversity and ecological composition of macrobenthos on cold-water coral mounds and adjacent off-mound habitat in the bathyal Porcupine Seabight, NE Atlantic",1.0,normalized title contained in CSAS reference,
CSAS-140,2003,"Effects of mechanical experimental disturbance on aspects of colony responses, reproduction, and regeneration in the cold- water octocoral Gersemia rubiformis","Henry, L.A., Kenchington, E.L.R., and Silvaggio, A. 2003. Effects of mechanical experimental disturbance on aspects of colony responses, reproduction, and regeneration in the cold- water octocoral Gersemia rubiformis. Can. J. Zool. 81: 1691–1701.",NO,,PRESENT,CWC-BF3DE1CCAE54,"on aspects of colony responses, reproduction, and regeneration in the cold-water octocoral Gersemia rubiformis",1.0,normalized title contained in CSAS reference,
CSAS-141,2017,A review of carnivorous sponges (Porifera: Cladorhizidae) from the Boreal North Atlantic and Arctic,"Hestetun, J.T., Tompkins-MacDonald, G., and Rapp, H.T. 2017. A review of carnivorous sponges (Porifera: Cladorhizidae) from the Boreal North Atlantic and Arctic. Zool. J. Linn. Soc. 181: 1–69.",NO,,PRESENT,CWC-BE8E6922EB57,A review of carnivorous sponges (Porifera: Cladorhizidae) from the Boreal North Atlantic and Arctic,1.0,normalized title contained in CSAS reference,
CSAS-142,2015,Epibiota remote monitoring from digital imagery: Operational guidelines. 29 p,"Hitchin, R., Turner, J.A., and Verling, E. 2015. Epibiota remote monitoring from digital imagery: Operational guidelines. 29 p.",NO,,NOT FOUND,,,0.235,no match above 0.84 threshold within publication year +/- 1,
CSAS-143,2020,World List of Scleractinia,"Hoeksema, B.W. and Cairns, S. 2020. World List of Scleractinia. Lophelia pertusa (Linnaeus, 1758) - World Register of Marine Species. Accessed 3 December 2019",NO,,NOT FOUND,,,0.364,no match above 0.84 threshold within publication year +/- 1,
CSAS-144,2010,"Deep-sea Sponge Grounds: Reservoirs of Biodiversity. UNEP- WCMC Biodiversity Series No. 32. UNEP-WCMC, Cambridge, UK. 89 p","Hogg, M.M., Tendal, O.S., Conway, K.W., Pomponi, S.A., van Soest, R.W.M., Gutt, J., Krautter, M., and Roberts, J.M. 2010. Deep-sea Sponge Grounds: Reservoirs of Biodiversity. UNEP- WCMC Biodiversity Series No. 32. UNEP-WCMC, Cambridge, UK. 89 p.",NO,,PRESENT,CWC-2797A9051F2C,Deep-Sea Sponge Grounds: Reservoirs of Biodiversity,1.0,normalized title contained in CSAS reference,
CSAS-145,1999,Hyperspectral Identification of Coral Reef Features,"Holden, H., and Ledrew, E. 1999. Hyperspectral Identification of Coral Reef Features. Int. J. Remo. Sens. 20(13): 2545–2563.",NO,,NOT FOUND,,,0.5,no match above 0.84 threshold within publication year +/- 1,
CSAS-146,2013,Evidence of lasting impact of the Deepwater Horizon oil spill on a deep Gulf of Mexico coral community. Elementa:Sci,"Hsing, P.Y., Fu, B., Larcom, E.A., Berlet, S.P., Shank, T.M., Govindarajan, A.F., Lukasiewicz, A.J., Dixon, P.M., and Fisher, C.R. 2013. Evidence of lasting impact of the Deepwater Horizon oil spill on a deep Gulf of Mexico coral community. Elementa:Sci. Anthrop. 1:000012.",YES,Organism: coral; exposure/impact: oil spill,NOT FOUND,,,0.8,no match above 0.84 threshold within publication year +/- 1,
CSAS-147,1989,Mitigating rocky habitat loss using artificial reefs,"Hueckel, G.J., Buckleu, R.M., and Benson, B.L. 1989. Mitigating rocky habitat loss using artificial reefs. Bull. Mari. Sci. 44(2): 913–922.",NO,,NOT FOUND,,,0.375,no match above 0.84 threshold within publication year +/- 1,
CSAS-148,2004,Environmental Effects of Exploratory Drilling Offshore Canada: Environmental Effects Monitoring Data and Literature Review – Final Report,"Hurley, G., and Ellis, J. 2004. Environmental Effects of Exploratory Drilling Offshore Canada: Environmental Effects Monitoring Data and Literature Review – Final Report. Prepared for The Canadian Environmental Assessment Agency (CEAA), Regulatory Advisory Committee (RAC). August, 2004.",NO,,NOT FOUND,,,0.32,no match above 0.84 threshold within publication year +/- 1,
CSAS-149,2018,Husky Exploration Drilling Project: Environmental Impact Statement,"Husky Energy. 2018. Husky Exploration Drilling Project: Environmental Impact Statement. Husky Control Doc No. ED-HSE-RP-0030. File No: 121413837. Prepared by Stantec Consulting Ltd. St. John’s, NL. 825 p.",NO,,NOT FOUND,,,0.222,no match above 0.84 threshold within publication year +/- 1,
CSAS-150,2016,"Effectiveness of a deep-sea cold-water coral Marine Protected Area, following eight years of fisheries closure","Huvenne, V.A.I., Bett, B.J., Masson, D.G., Le Bas, T.P., and Wheeler, A.J. 2016. Effectiveness of a deep-sea cold-water coral Marine Protected Area, following eight years of fisheries closure. Biol. Conserv. 200: 60–69.",NO,,PRESENT,CWC-9E472408FA93,"Effectiveness of a deep-sea cold-water coral Marine Protected Area, following eight years of fisheries closure",1.0,normalized title contained in CSAS reference,
CSAS-151,2010,"Report of the ICES/NAFO Joint Working Group on Deep‐water Ecology (WGDEC), 22–26 March 2010, Copenhagen, Denmark","ICES. 2010. Report of the ICES/NAFO Joint Working Group on Deep‐water Ecology (WGDEC), 22–26 March 2010, Copenhagen, Denmark. ICES CM 2010/ACOM:26. 160 p.",NO,,NOT FOUND,,,0.71,no match above 0.84 threshold within publication year +/- 1,
CSAS-152,2017,Effects of drill cuttings on larvae of the cold- water coral Lophelia pertusa. Deep-Sea Res,"Järnegren, J., Brooke, S., and Jensen, H. 2017. Effects of drill cuttings on larvae of the cold- water coral Lophelia pertusa. Deep-Sea Res. II. 137: 454–462.",YES,"Organism: coral, cold-water coral; exposure/impact: drilling, drill cuttings",PRESENT,CWC-65CF36C85E16,Effects of drill cuttings on larvae of the cold-water coral Lophelia pertusa,1.0,normalized title contained in CSAS reference,
CSAS-153,2020,"Effects and recovery of larvae of the cold-water coral Lophelia pertusa (Desmophyllum pertusum) exposed to suspended bentonite, barite and drill cuttings","Järnegren, J., Brooke, S., and Jensen, H. 2020. Effects and recovery of larvae of the cold-water coral Lophelia pertusa (Desmophyllum pertusum) exposed to suspended bentonite, barite and drill cuttings. Marine Environmental Research, 158.",YES,"Organism: coral, cold-water coral; exposure/impact: drilling, drill cuttings",PRESENT,CWC-EDB1480675F9,"Effects and recovery of larvae of the cold-water coral Lophelia pertusa (Desmophyllum pertusum) exposed to suspended bentonite, barite and drill cuttings",1.0,normalized title contained in CSAS reference,
CSAS-154,2016,The use of underwater hyperspectral imaging deployed on remotely operated vehicles – methods and applications,"Johnsen, G., Ludvigsen, M., Sørensen, A., and Aas, L.M.S. 2016. The use of underwater hyperspectral imaging deployed on remotely operated vehicles – methods and applications. IFAC Papers Online. 49–23: 476–481.",NO,,PRESENT,CWC-034B5B194DB6,C,0.851,fuzzy title/year,
CSAS-155,2010,"Assessing the effects of hydrocarbon drilling activity on deep-water Megafauna in The Northern North Atlantic. A rapid universal assessment method? in SPE International Conference on Health, Safety and Environment in Oil and Gas Exploration and Production","Jones, D.O.B., and Gates, A.R. 2010. Assessing the effects of hydrocarbon drilling activity on deep-water Megafauna in The Northern North Atlantic. A rapid universal assessment method? in SPE International Conference on Health, Safety and Environment in Oil and Gas Exploration and Production. Society of Petroleum Engineers. 15 p.",NO,,PRESENT,CWC-6ABFA4BF4E10,Assessing the Effects of Hydrocarbon Drilling Activity on Deep-water Megafauna in the Northern North Atlantic. A Rapid Universal Assessment Method?,1.0,normalized title contained in CSAS reference,
CSAS-156,2012,Recovery of deep-water megafaunal assemblages from hydrocarbon drilling disturbance in the Faroe-Shetland Channel,"Jones, D.O.B., Gates, A.R., and Lausen, B. 2012. Recovery of deep-water megafaunal assemblages from hydrocarbon drilling disturbance in the Faroe-Shetland Channel. Mar. Ecol. Prog. Ser. 461: 71–82.",NO,,PRESENT,CWC-D7446168DCA0,Recovery of deep-water megafaunal assemblages from hydrocarbon drilling disturbance in the Faroe−Shetland Channel,1.0,normalized title contained in CSAS reference,
CSAS-157,2006,Effects of physical disturbance on the cold- water megafaunal communities of the Faroe-Shetland Channel,"Jones, D.O.B., Hudson, I.R., and Bett, B.J. 2006. Effects of physical disturbance on the cold- water megafaunal communities of the Faroe-Shetland Channel. Mar. Ecol. Prog. Ser. 319: 34–54.",NO,,PRESENT,CWC-15B85F715CB5,Effects of physical disturbance on the cold-water megafaunal communities of the FaroeShetland Channel,0.88,fuzzy title/year,
CSAS-158,2015,Emerging conservation challenges and prospects in an era of offshore hydrocarbon exploration and exploitation,"Kark, S., Brokovich, E., Mazor, T., and Levin, N. 2015. Emerging conservation challenges and prospects in an era of offshore hydrocarbon exploration and exploitation. Cons. Bio. 29(6): 1573–1585.",NO,,PRESENT,CWC-034B5B194DB6,C,0.851,fuzzy title/year,
CSAS-159,2016,Bacterial community diversity of the deep- sea octocoral Paramuricea placomus,"Kellogg, C.A., Ross, S.W., and Brooke, S.D. 2016. Bacterial community diversity of the deep- sea octocoral Paramuricea placomus. PeerJ. 4:e2529.",NO,,PRESENT,CWC-43510718AE6C,Bacterial community diversity of the deep-sea octocoral<i>Paramuricea placomus</i>,0.952,fuzzy title/year,
CSAS-160,2009,Coral Identification Guide NAFO Area,"Kenchington, E., Best, M., Cogswell, A., MacIsaac, K., Murillo-Perez, F.J., MacDonald, B., Wareham, V., Fuller, S.D., Jørgensbye, H.I.Ø., Sklyar, V., and Thompson, A.B. 2009. Coral Identification Guide NAFO Area. SCS No. 42: 1–35.",NO,,NOT FOUND,,,0.308,no match above 0.84 threshold within publication year +/- 1,
CSAS-161,2010,Delineating Coral and Sponge Concentrations in the Biogeographic Regions of the East Coast of Canada Using Spatial Analyses,"Kenchington, E., Lirette, C., Cogswell, A., Archambault, D., Archambault, P., Benoit, H., Bernier, D., Brodie, B., Fuller, S., Gilkinson, K., Lévesque, M., Power, D., Siferd, T., Treble, M., and Wareham, V. 2010. Delineating Coral and Sponge Concentrations in the Biogeographic Regions of the East Coast of Canada Using Spatial Analyses. DFO Can. Sci. Advis. Sec. Res. Doc. 2010/041. vi + 202 p.",NO,,NOT FOUND,,,0.375,no match above 0.84 threshold within publication year +/- 1,
CSAS-162,2011,Development of Encounter Protocols and Assessment of Significant Adverse Impact by Bottom Trawling for Sponge Grounds and Sea Pen Fields in the NAFO Regulatory Area,"Kenchington, E., Murillo, F.J., Cogswell, A., and Lirette, C. 2011. Development of Encounter Protocols and Assessment of Significant Adverse Impact by Bottom Trawling for Sponge Grounds and Sea Pen Fields in the NAFO Regulatory Area. NAFO SCR Doc. 11/75, Serial No. N6005, 53 p.",NO,,PRESENT,CWC-5243777C29E6,Development of Encounter Protocols and Assessment of Significant Adverse Impact by Bottom Trawling forSponge Grounds and Sea Pen Fields in the NAFO Regulatory Area,0.933,fuzzy title/year,
CSAS-163,2013,Associations of demersal fish with sponge grounds on the continental slopes of the northwest Atlantic,"Kenchington, E., Power, D., and Koen-Alonso, M. 2013. Associations of demersal fish with sponge grounds on the continental slopes of the northwest Atlantic. Mar. Ecol. Prog. Ser. 477: 217–230.",NO,,PRESENT,CWC-9C23A73608AE,Associations of demersal fish with sponge grounds on the continental slopes of the northwest Atlantic,1.0,normalized title contained in CSAS reference,
CSAS-164,2014,Kernel Density Surface Modelling as a Means to Identify Significant Concentrations of Vulnerable Marine Ecosystem Indicators,"Kenchington, E., Murillo, F.J., Lirette, C., Sacau, M., Koen-Alonso, M., Kenny, A., Ollerhead, N., Wareham, V., and Beazley, L. 2014. Kernel Density Surface Modelling as a Means to Identify Significant Concentrations of Vulnerable Marine Ecosystem Indicators. PLoS ONE 9(10): e109365.",NO,,PRESENT,CWC-C52E6A360987,Kernel Density Surface Modelling as a Means to Identify Significant Concentrations of Vulnerable Marine Ecosystem Indicators,1.0,normalized title contained in CSAS reference,
CSAS-165,2016,Delineation of Coral and Sponge Significant Benthic Areas in Eastern Canada Using Kernel Density Analyses and Species Distribution Models,"Kenchington, E., Beazley, L., Lirette, C., Murillo, F.J., Guijarro, J., Wareham, V., Gilkinson, K., Koen Alonso, M., Benoît, H., Bourdages, H.,Sainte-Marie, B., Treble, M., and Siferd, T. 2016a. Delineation of Coral and Sponge Significant Benthic Areas in Eastern Canada Using Kernel Density Analyses and Species Distribution Models. DFO Can. Sci. Advis. Sec. Res. Doc. 2016/093. vi + 178 p.",NO,,PRESENT,CWC-034B5B194DB6,C,0.851,fuzzy title/year,
CSAS-166,2016,Kernel Density Analyses of Coral and Sponge Catches from Research Vessel Survey Data for Use in Identification of Significant Benthic Areas,"Kenchington, E., Lirette, C., Murillo, F.J., Beazley, L., Guijarro, J., Wareham, V., Gilkinson, K., Koen Alonso, M., Benoît, H., Bourdages, H., Sainte-Marie, B., Treble, M., and Siferd, T. 2016b. Kernel Density Analyses of Coral and Sponge Catches from Research Vessel Survey Data for Use in Identification of Significant Benthic Areas. Can. Tech. Rep. Fish. Aquat. Sci. 3167: viii + 207p.",NO,,PRESENT,CWC-034B5B194DB6,C,0.851,fuzzy title/year,
CSAS-167,2019,Vulnerable Marine Ecosystems in the NAFO Regulatory Area: Updated Kernel Density Analysis of Vulnerable Marine Ecosystem Indicators,"Kenchington, E., Lirette, C., Murillo, F.J., Beazley, L., and Downie, A.-L. 2019a. Vulnerable Marine Ecosystems in the NAFO Regulatory Area: Updated Kernel Density Analysis of Vulnerable Marine Ecosystem Indicators. NAFO SCR Doc. 19/058, Serial No. N7030, 68 p.",NO,,NOT FOUND,,,0.538,no match above 0.84 threshold within publication year +/- 1,
CSAS-168,2019,Connectivity modelling of areas closed to protect vulnerable marine ecosystems in the northwest Atlantic. Deep-Sea Res,"Kenchington, E., Wang, Z., Lirette, C., Murillo, F.J., Guijarro, J., Yashayaev, I., and Maldonado, M. 2019b. Connectivity modelling of areas closed to protect vulnerable marine ecosystems in the northwest Atlantic. Deep-Sea Res. Pt. I. 143: 85–103.",NO,,NOT FOUND,,,0.429,no match above 0.84 threshold within publication year +/- 1,
CSAS-169,2014,Evidence of a Putative Deep Sea Specific Microbiome in Marine Sponges,"Kennedy, J., Flemer, B., Jackson, S.A., Morrissey, J.P., O’Gara, F., and Dobson, A.D.W. 2014. Evidence of a Putative Deep Sea Specific Microbiome in Marine Sponges. PLoS ONE. 9(3): e91092.",NO,,NOT FOUND,,,0.444,no match above 0.84 threshold within publication year +/- 1,
CSAS-170,2004,Literature report on burial: derivation of PNEC as component in the MEMW model tool,"Kjeilen-Eilertsen, G., Trannum, H., Jak, R., Smit, M., Neff, J., and Durell, G. 2004. Literature report on burial: derivation of PNEC as component in the MEMW model tool. ERMS Report no. 9B. 25 p.",NO,,NOT FOUND,,,0.348,no match above 0.84 threshold within publication year +/- 1,
CSAS-171,2004,Distribution and species composition of mass occurrences of large-sized sponges in the northeast Atlantic,"Klitgaard, A.B., and Tendal, O.S. 2004. Distribution and species composition of mass occurrences of large-sized sponges in the northeast Atlantic. Prog. Oceanogr. 61: 57–98.",NO,,PRESENT,CWC-1EADD3713480,Distribution and species composition of mass occurrences of large-sized sponges in the northeast Atlantic,1.0,normalized title contained in CSAS reference,
CSAS-172,2013,Modeling the distribution of Geodia sponges and sponge grounds in the Northwest Atlantic,"Knudby, A., Kenchington, E., and Murillo, F.J. 2013. Modeling the distribution of Geodia sponges and sponge grounds in the Northwest Atlantic. PLoS ONE. 8(12): e82306.",NO,,NOT FOUND,,,0.593,no match above 0.84 threshold within publication year +/- 1,
CSAS-173,2018,Strong effects of coral species on the diversity and structure of reef fish communities: A multi-scale analysis,"Komyakova, V., Jones, G.P., and Munday, P.L. 2018. Strong effects of coral species on the diversity and structure of reef fish communities: A multi-scale analysis. PLoS ONE. 13(8): e0202206.",NO,,PRESENT,CWC-6AB66AEA998C,Reef fish,0.862,fuzzy title/year,
CSAS-174,1996,"Associated fauna of selected sponges (Hexactinellida and Demospongiae) from the Weddell Sea, Antarctica","Kunzmann, K. 1996. Associated fauna of selected sponges (Hexactinellida and Demospongiae) from the Weddell Sea, Antarctica. Rep. Polar Res. 210:1–93.",NO,,NOT FOUND,,,0.519,no match above 0.84 threshold within publication year +/- 1,
CSAS-175,2015,"Metabolic response of the deep-water sponge Geodia barrette to suspended bottom sediment, simulated mine tailings and drill cuttings. J","Kutti, T., Bannister, R.J., Fosså, J.H., Krogness, C.M., Tjensvoll, I., and Søvik, G. 2015. Metabolic response of the deep-water sponge Geodia barrette to suspended bottom sediment, simulated mine tailings and drill cuttings. J. Expe. Mari. Bio. Ecol. 473: 64–72.",YES,"Organism: sponge, deep-water sponge; exposure/impact: sediment, drilling, drill cuttings",PRESENT,CWC-9D88361B731D,"Metabolic responses of the deep-water sponge Geodia barretti to suspended bottom sediment, simulated mine tailings and drill cuttings",0.872,fuzzy title/year,Validator example; confirmed present in the full corpus but not selected for the 409-record calibration sample.
CSAS-176,2009,An “Olympic” framework for a green decommissioning of an offshore oil platform,"Lakhal, S.Y., Khan, M.I., and Islam, M.R. 2009. An “Olympic” framework for a green decommissioning of an offshore oil platform. Ocean Coast Manag. 52: 113–123.",NO,,NOT FOUND,,,0.32,no match above 0.84 threshold within publication year +/- 1,
CSAS-177,1990,"Distribution, behavior and abundance of sea pens, Pennatula aculeata, in the Gulf of Maine","Langton, R.W., Langton, E.W., Theroux, R.B., and Uzmann, J.R. 1990. Distribution, behavior and abundance of sea pens, Pennatula aculeata, in the Gulf of Maine. Mar. Biol. 107: 463– 69.",NO,,NOT FOUND,,,0.48,no match above 0.84 threshold within publication year +/- 1,
CSAS-178,2011,Sedimentation on the cold-water coral Lophelia pertusa: Cleaning efficiency from natural sediments and drill cuttings,"Larsson, A.I., and Purser, A. 2011. Sedimentation on the cold-water coral Lophelia pertusa: Cleaning efficiency from natural sediments and drill cuttings. Mar. Pollut. Bull. 62: 1159– 1168.",YES,"Organism: coral, cold-water coral; exposure/impact: sediment, drilling, drill cuttings",PRESENT,CWC-7A3BE9870A2A,Sedimentation on the cold-water coral Lophelia pertusa: Cleaning efficiency from natural sediments and drill cuttings,1.0,normalized title contained in CSAS reference,
CSAS-179,2013,Tolerance to long-term exposure of suspended benthic sediments and drill cuttings in the cold-water coral Lophelia pertusa,"Larsson, A.I., van Oevelen, D., Purser, A., and Thompsen, L. 2013. Tolerance to long-term exposure of suspended benthic sediments and drill cuttings in the cold-water coral Lophelia pertusa. Mar. Pollut. Bull. 70: 176–188.",YES,"Organism: coral, cold-water coral; exposure/impact: sediment, drilling, drill cuttings",PRESENT,CWC-C69AD807E3BA,Tolerance to long-term exposure of suspended benthic sediments and drill cuttings in the cold-water coral Lophelia pertusa,1.0,normalized title contained in CSAS reference,Validator example; confirmed present in the full corpus but not selected for the 409-record calibration sample.
CSAS-180,2008,"Barite and barium in sediments and coral skeletons around the hydrocarbon exploration drilling site in the Træna Deep, Norwegian Sea","Lepland, A., and Mortensen, P.B. 2008. Barite and barium in sediments and coral skeletons around the hydrocarbon exploration drilling site in the Træna Deep, Norwegian Sea. Environ. Geol. 56: 119–129.",YES,"Organism: coral; exposure/impact: sediment, drilling, hydrocarbon",PRESENT,CWC-908DE8E1A7FD,"Barite and barium in sediments and coral skeletons around the hydrocarbon exploration drilling site in the Træna Deep, Norwegian Sea",1.0,normalized title contained in CSAS reference,
CSAS-181,2019,Underwater hyperspectral classification of deep sea corals exposed to 2- methylnaphthalene,"Letnes, P.A., Hansen, I.M., Aas, L.M.S., Eide, I., Pettersen, R., Tassara, L., Receveur, J., le Floch, S., Guyomarch, J, Camus, L., and Bytingsvik, J. 2019. Underwater hyperspectral classification of deep sea corals exposed to 2- methylnaphthalene. PLoS ONE. 14(2): e0209960.",NO,,PRESENT,CWC-609DBC7A0B35,Underwater hyperspectral classification of deep sea corals exposed to 2-methylnaphthalene,1.0,normalized title contained in CSAS reference,
CSAS-182,2002,Embryogenesis and metamorphosis in a haplosclerid demosponge: Gastrulation and transdifferentiation of larval ciliated cells to choanocytes,"Leys, S.P., and Degnan, B.M. 2002. Embryogenesis and metamorphosis in a haplosclerid demosponge: Gastrulation and transdifferentiation of larval ciliated cells to choanocytes. Inver. Bio. 121(3): 171–189.",NO,,PRESENT,CWC-D6064B9E46B8,Embryogenesis and metamorphosis in a haplosclerid demosponge: gastrulation and transdifferentiation of larval ciliated cells to choanocytes,1.0,normalized title contained in CSAS reference,
CSAS-183,2018,Eco-physiological responses of cold-water soft corals to anthropogenic sedimentation and particle shape. J,"Liefmann, S., Järnegren, J., Johnsen, G. and Murray, F. 2018. Eco-physiological responses of cold-water soft corals to anthropogenic sedimentation and particle shape. J. Exp. Mar. Biol. Ecol. 504: 61–71.",YES,"Organism: coral; exposure/impact: sediment, particles",PRESENT,CWC-76DBA2881C9F,Eco-physiological responses of cold-water soft corals to anthropogenic sedimentation and particle shape,1.0,normalized title contained in CSAS reference,
CSAS-184,2018,Impacts of deep-sea Greenland halibut trawling on benthic ecosystems. Deep-Sea Biology Symposium,"Long, S., Fuhrmann, M., Kemp, K., Blicher, M., and Yesson, C. 2018. Impacts of deep-sea Greenland halibut trawling on benthic ecosystems. Deep-Sea Biology Symposium. Monterey, California.",NO,,NOT FOUND,,,0.636,no match above 0.84 threshold within publication year +/- 1,
CSAS-185,2013,Scientific operations combining ROV and AUV in the Trondheim Fjord,"Ludvigsen, M., Lågstad, P.A., Johnsen, G., Sørensen, A.J., and Ødegård, Ø. 2013. Scientific operations combining ROV and AUV in the Trondheim Fjord. In Proceedings of the Conference Paper in Marine Technology Society Journal.",NO,,NOT FOUND,,,0.333,no match above 0.84 threshold within publication year +/- 1,
CSAS-186,2004,Guidelines for marine artificial reef materials (2nd ed),"Lukens, R.R., and Selberg, C. 2004. Guidelines for marine artificial reef materials (2nd ed). Gulf and Atlantic States Marine Fisheries Commission. 198 p.",NO,,NOT FOUND,,,0.286,no match above 0.84 threshold within publication year +/- 1,
CSAS-187,2013,"Telopathes magna gen. nov., spec. nov. (Cnidaria: Anthozoa: Antipatharia: Schizopathidae) from deep waters off Atlantic Canada and the first molecular phylogeny of the deep-sea family Schizopathidae","MacIsaac, K.G., Best, M., Brugler, M.R., Kenchington, E.L.R., Anstey, L.J., and Jordan, T. 2013. Telopathes magna gen. nov., spec. nov. (Cnidaria: Anthozoa: Antipatharia: Schizopathidae) from deep waters off Atlantic Canada and the first molecular phylogeny of the deep-sea family Schizopathidae. Zootaxa, 3700(2): 237–258.",NO,,NOT FOUND,,,0.387,no match above 0.84 threshold within publication year +/- 1,
CSAS-188,2011,Rigs-to-reefs: will the deep sea benefit from artificial habitat? Front Ecol Environ. 9(8): 455–461,"Macreadie, P.I., Fowler, A.M., and Booth, D.J. 2011. Rigs-to-reefs: will the deep sea benefit from artificial habitat? Front Ecol Environ. 9(8): 455–461.",NO,,PRESENT,CWC-B37F719DFED6,북동태평양 해저퇴적물의 Be 연대측정,0.853,fuzzy title/year,
CSAS-189,1944,Octocorallia (Stolonifera - Telestacea - Xeniidae - Alcyonacea - Gorgonacea),"Madsen, F.J. 1944. Octocorallia (Stolonifera - Telestacea - Xeniidae - Alcyonacea - Gorgonacea). The Danish Ingolf-Expedition, Vol. V. Bianco Luno A/S. 5(13): 1–65.",NO,,NOT FOUND,,,0.0,no match above 0.84 threshold within publication year +/- 1,
CSAS-190,2008,Effects of sediment on the survival of asexually produced sponge recruits,"Maldonado, M., Giraud, K., and Carmona, C. 2008. Effects of sediment on the survival of asexually produced sponge recruits. Mar. Biol. 154: 631–641.",YES,Organism: sponge; exposure/impact: sediment,PRESENT,CWC-1EDA9D88322A,Effects of sediment on the survival of asexually produced sponge recruits,1.0,normalized title contained in CSAS reference,
CSAS-191,2017,"Sponge grounds as key marine habitats: a synthetic review of types, structure, functional roles and conservation concerns","Maldonado, M., Aguilar, R., Bannister, R.J., Bell, J.J., Conway, K.W., Dayton, P.K., Diaz, C., Gutt, J., Kelly, M., Kenchington, E.L.R., Leys, S.P., Pomponi, S.A., Rapp, H.T., Rützler, K., Tendal, O.S., Vacelet, J., and Young, C.M. 2017. Sponge grounds as key marine habitats: a synthetic review of types, structure, functional roles and conservation concerns. In Marine Animal Forests. Edited by Rossi, S., Bramanti, L., Gori, A. and C. Orejas Saco del Valle. Springer International Publishing, Switzerland. pp. 1–39.",NO,,PRESENT,CWC-75244DA89CB2,"Sponge Grounds as Key Marine Habitats: A Synthetic Review of Types, Structure, Functional Roles, and Conservation Concerns",1.0,normalized title contained in CSAS reference,
CSAS-192,2009,Response of the sea whip Halipteris willemoesi to simulated trawl disturbance and its vulnerability to subsequent predation,"Malecha, P.W., and Stone, R.P. 2009. Response of the sea whip Halipteris willemoesi to simulated trawl disturbance and its vulnerability to subsequent predation. Mar. Ecol. Prog. Ser. 388: 197–206.",NO,,NOT FOUND,,,0.364,no match above 0.84 threshold within publication year +/- 1,
CSAS-193,2017,In situ estimates of horizontal turbulent diffusivity at the sea surface for oil transport simulation,"Matsuzaki, Y., and Fujita, I. 2017. In situ estimates of horizontal turbulent diffusivity at the sea surface for oil transport simulation. Mar. Pollut. Bull. 117(1–2): 34–40.",NO,,PRESENT,CWC-034B5B194DB6,C,0.851,fuzzy title/year,
CSAS-194,2020,"Enigmatic Deep-Water Mounds on the Orphan Knoll, Labrador Sea","Meredyk, S.P., Edinger, E., Piper, D.J.W., Huvenne, V.A.I., Hoy, S., and Ruffman, A. 2020. Enigmatic Deep-Water Mounds on the Orphan Knoll, Labrador Sea. Front. Mar. Sci. 6(744): 1–23.",NO,,NOT FOUND,,,0.4,no match above 0.84 threshold within publication year +/- 1,
CSAS-195,2018,"Cold-water Coral Distributions and Surficial Geology on the Flemish Cap, Northwest Atlantic","Miles, L. 2018. Cold-water Coral Distributions and Surficial Geology on the Flemish Cap, Northwest Atlantic. MSc thesis, Department of Geography, Memorial University of Newfoundland, St. John’s, N.L. 112–130.",NO,,NOT FOUND,,,0.5,no match above 0.84 threshold within publication year +/- 1,
