corpus_id,title,authors,year,source_title_or_issuer,document_type,doi,url,screening_text,access,access_type,access_url,discovery_systems,document_verification_status,final_inclusion_basis,source_record_id
CWC-8AA509C80D0B,Monitoring of a Drilling Operation Within a Coral Sensitive area - Case Pumbaa ( Norway),Thomas Møskeland | Amund Ulfsnes | Line Emilie Sverdrup | Jannecke A. Moe | Morten Løkken,2012,Society of Petroleum Engineers conference proceedings,conference-paper,10.2118/156544-ms,https://doi.org/10.2118/156544-ms,"Abstract Deepwater corals (Lophelia) were identified in the vicinity of the location of the exploration well Pumbaa (NOCS 6407/12-2) on the Norwegian Continental Shelf where a drilling operation was carried out by the GDF SUEZ E&P Norge AS (GDF SUEZ). Det Norske Veritas AS has on behalf of GDF SUEZ conducted an environmental monitoring of drilling activities at Pumbaa (NOCS 6407/12-2). Because of registrations of deep water corals (Lophelia) in the Pumbaa area, and due to specific requirements - a relatively comprehensive monitoring of the drilling activities was carried out. Only the drill cuttings from the top hole sections were discharged at the sea floorThe generated cuttings and used mud from deeper well sections were not discharged to sea. In order to increase the distance to the nearest corals from the discharge point, a Cuttings Transport System (CTS) was used to transport discharges from the top hole sections and all discharges were at 300m distance NNW (310 degrees) of well location. The main objective of the monitoring was to assess effects from the drilling activities on the corals south (and nearest) of the drilling location. The monitoring program included measurements of current, turbidity and sedimentation, as well as sampling of sediments from the seafloor. Sediment samples from the seafloor and sedimentation traps were analyzed for heavy metals and physical parameters. Coral structures were visually inspected before, during and after drilling operations.",NO,NOT_CONFIRMED,,OpenAlex,VERIFIED_BIBLIOGRAPHIC_DOCUMENT,PRODUCTION_CORE_INCLUDE,PROD-03932
CWC-789F37BA22AF,"Sediment plume simulation from bottom-trawled fishery and deposition effects on rhodoliths and deep-water corals from Campos basin, Brazil",Pedro Mello Paiva | Jader Lugon | Luciano Gomes Fischer | Maria Manuela Fraga Juliano | Emiliano Nicolas Calderón | Maurício Mussi Molisani,2023,Revista de Gestão Costeira Integrada,article,10.5894/rgci-n501,https://doi.org/10.5894/rgci-n501,"Extensive rhodoliths and deep-water coral has been described along the continental shelf and slope of the Campos Basin, but such environments can be highly vulnerable to the bottom trawling fishing. This study applied the MOHID software to simulate the sediment resuspension during the bottom trawling operation and to evaluate possible impacts of sediment deposition onto rhodoliths and deep-water coral. The sediment transport model was validated by field measurements of a bottom trawling operation and presented good accuracy. The results indicated that sediment resuspension by a double-rig trawling induced a 0.13 mm sediment layer deposition onto the rhodoliths from the continental shelf which has potential deleterious effects considered that such thickness is higher than the threshold proposed by the literature. On the contrary, a sediment resuspension/deposition by a single-rig trawling has no impact in the deep-water corals from the continental slope based on the thin layer deposition that was lower than the proposed tolerance limits.",YES,FROZEN_PUBLIC_FULL_TEXT_LOCATION,https://doi.org/10.5894/rgci-n501,OpenAlex | Semantic Scholar,VERIFIED_BIBLIOGRAPHIC_DOCUMENT,PRODUCTION_CORE_INCLUDE,PROD-03959
CWC-BF9D8CD707ED,Use of Riserless Mud Recovery for Protection of Cold Water Corals While Drilling in Norwegian Sea,Macdonald Daniel,2016,"SPE International Conference and Exhibition on Health, Safety, Security, Environment, and Social Responsibility",conference-paper,10.2118/179283-ms,https://doi.org/10.2118/179283-ms,"Abstract The riserless mud recovery (RMR) system has been commercially available for 12 years and used on over 240 wells worldwide. There are several different drivers that typically result in the use of the system and it offers many secondary benefits for top hole drilling, regardless of the primary driver. For the well in question it was used to avoid damaging cold water corals through burial with drilling related sediment. This paper details the background behind the decision to use the system, as well as the system's performance and the resulting benefits and drawbacks to be considered when selecting to use it in this way. During a habitat assessment carried out in 2013, significant quantities of sponge and coral structures were identified as being present on the seafloor around the proposed spud location for well 6507/11-11 in the Norwegian Sea. The well was planned to be the first exploration well in the Zumba prospect in PL 591. A visual survey to assess the condition of the coral structures within 500 m of the planned spud location was carried out in 2014. The results of this survey were used to risk assess the extent of any potential damage to the corals resulting from the drilling process on the Zumba exploration well. This process confirmed the likelihood that some of the corals would be subjected to significant harm if the well was drilled as a conventional exploration well using water based drilling fluid. Typically this would involve discharging displaced drilling fluid, cement slurry and drill cuttings to the sea at or nearby the well site. This assessment drove the decision to contain and ship to shore for disposal all the excess drilling fluids and cuttings. The RMR system was used to achieve this cuttings containment solution during the top hole sections. This was a relatively unique use of the system in Norway because the 36"" hole section was also drilled using total containment and no cuttings were discharged at sea.",NO,NOT_CONFIRMED,,OpenAlex,VERIFIED_BIBLIOGRAPHIC_DOCUMENT,PRODUCTION_CORE_INCLUDE,PROD-03963
CWC-CA349EAD234B,Potential biomarkers of metal toxicity in deep-sea invertebrates – A critical review of the omics data,Cármen Sousa | Jin Sun | Nélia C. Mestre,2024,The Science of The Total Environment,article,10.1016/j.scitotenv.2024.175628,https://doi.org/10.1016/j.scitotenv.2024.175628,"Deep-sea mining (DSM) activities are expected to release potentially toxic metal mixtures through the generation of sediment plumes to the marine environment. This may disrupt the normal functioning of biological mechanisms, adversely affecting deep-sea invertebrate organisms. It is thus essential to understand the ecotoxicological effects from these toxic elements in deep-sea organisms and the omics approaches applied to ecotoxicology are seen as promising tools. Here, we provide an overview of the principal biological modifications identified in deep-sea invertebrates when exposed to metals and critically evaluate the current knowledge and discuss which potential biomarkers may be useful after metal exposure. Most of the 50 omics studies on deep-sea invertebrates revised are comparative transcriptomes ( n = 41). Forty-three potential biomarker candidates are highlighted from immune system, 46 from cellular metabolism and 29 from oxidative stress. The processes mostly affected by metal toxicity in deep-sea invertebrates are related to innate immune defense; sulfur, chitin, and catabolic metabolism; antioxidation; and detoxification. We acknowledge the current limitations and future perspectives for their uses and emphasize the need to invest in further ecotoxicological studies using the omics approaches. Potential biomarkers were proposed for Cnidaria (e.g. coral, anemone), Porifera (e.g. sponge), Echinodermata (e.g. sea cucumber, brittle star, sea urchin), Mollusca (e.g. clam, mussel, snail), Arthropoda (e.g. shrimp, crab, amphipod) and Annelida (e.g. tubeworm) based on several Proteomic, Transcriptomic and Metabolomic published studies. • Fifty omics studies on metal-related exposure in deep-sea invertebrates reviewed • 41 biomarkers candidates prevailed in different omics approaches and various species. • 28 potential biomarkers identified from the few studies with metal challenges • Metal toxicity induced changes in immune system, metabolism and oxidative stress. • Validated biomarkers can be helpful to implement future disturbance threshold levels.",NO,NOT_CONFIRMED,,OpenAlex,VERIFIED_BIBLIOGRAPHIC_DOCUMENT,PRODUCTION_CORE_INCLUDE,PROD-04089
CWC-18A1BC367C4A,Avoidance and Mitigation of Coral and Sponge Species During Exploratory Drilling Activities Offshore Newfoundland and Labrador,L. Gullage | V. Hayes | B. M. Neves | N. Wells | F. Cyr | F. J. Murillo,2022,Federal Open Science Repository of Canada / Le Dépôt fédéral de science ouverte du Canada,report,,https://open-science.canada.ca/handle/123456789/1614,"An investigation was conducted into the likely impacts of exploratory drilling to coral and sponge species in the Newfoundland and Labrador (NL) region, as well as the ways in which avoidance and mitigation measures can be applied to reduce them. Impacts described in existing literature suggest that coral and sponge species may experience changes in behaviour (e.g. feeding, reproduction), fitness, and survival as a result of physical damage, exposure to chemicals, and/or excess sedimentation which result from exploratory drilling activities. As outlined in the Fisheries Act, it is recommended that a “mitigation hierarchy” of: (1) avoid, (2) mitigate, (3) offset, be used to reduce risks to biodiversity. However, because offsetting impacts would not generally be compatible with benthic conservation objectives, they are not discussed in depth in this report. Following this hierarchy, the avoidance of exploratory drilling in existing special areas that have been previously delineated based on the presence of coral and/or sponge species in high densities is essential for preserving biodiversity in the region. This would include Significant Benthic Areas (SiBAs), Vulnerable Marine Ecosystems (VMEs), and any sites where the zone of influence from exploratory drilling would overlap SiBA or VME boundaries. Avoidance in areas outside SiBAs and VMEs where the density of coral and sponge species observed during pre-drill surveys meets the thresholds used to define SiBAs and VMEs is also of high importance. In addition, various modifications to existing exploratory drilling processes, intended to mitigate the impacts to coral and sponge species, without considerations to engineering and/or economic impacts, have also been outlined within the report. They would allow for reductions to the area of impact, the amount of cuttings generated, and the release of drilling muds into the environment, thereby reducing the overall impact to coral and sponge species in the area.",NO,NOT_CONFIRMED,,OpenAlex,VERIFIED_BIBLIOGRAPHIC_DOCUMENT,PRODUCTION_CORE_INCLUDE,PROD-04208
CWC-D01C5CAA9EF2,"The CORAMM (Coral Risk Assessment, Monitoring and Modelling",Laurenz Thomsen | Raeid M. M. Abed | Elke Allers | Melanie Bergmann | Dirk de Beer | Sarah Johnsen | Frederik De Laender | Ann I. Larsson | Tomas Lundälv | Tim W. Nattkemper | Ingunn Nilssen | Dick van Oevelen | Jörg Ontrup | Autun Purser | I. Rønning | Mathijs G.D. Smit | Usha Unnithan | Hannes Wagner | Tingting Wang,2009,Helmholtz-Zentrum für Polar-und Meeresforschung (Alfred-Wegener-Institut),conference-paper,,https://epic.awi.de/id/eprint/20430/1/Tho2009a.pdf,"CORAMM aims to improve our knowledge of the impacts of high suspended sediment loads and drill cuttings on cold water coral communities. The project is multidisciplinary in approach, with sedimentologists, biologists, modellers and representatives from StatoilHydro all involved in furthering the current understanding of these ecosystems. CORAMM has 4 workpackages: WP1 concentrates on the development of novel video and image analysis tools to enable a better and faster evaluation of Lophelia pertusa community structure and health status. WP2 assembles and further develops sensor systems for environmental monitoring with special emphasis on particle dynamics. These systems can be used as autonomous stand-alone units or can be linked to the internet. WP3 carries out specific experiments with live coral colonies to elucidate and predict the effect of different particle size and microbial composition. WP4 will build advanced ecosystem models for cold water corals and use a physiology- based approach to predict the effect of different sediment loads on the performance of cold water corals. Here, we present the outcome of the first 18 months of research.",NO,NOT_CONFIRMED,,OpenAlex,VERIFIED_BIBLIOGRAPHIC_DOCUMENT,PRODUCTION_CORE_INCLUDE,PROD-04643
CWC-E4592A38921D,Side Scan Sonar and TV Observations of the Benthic Environment and Megabenthos in the Vicinity of an OCS Exploratory Well in the Middle Atlantic Bight,Robert Gillmor | C. Menzie | John H. Ryther,1981,OCEANS 1981 conference proceedings,conference-paper,10.1109/oceans.1981.1151503,https://doi.org/10.1109/oceans.1981.1151503,"The benthic megafauna and physical environment around an exploratory well site in the Mid-Atlantic were observed with side-scan sonar and bottom TV prior to, two weeks after, and one year after drilling. Physical alterations (anchor scours, cuttings and debris accumulation) were seen two weeks and one year after drilling. Two weeks after, increases in demersal fish (primarily hake) and decapods (primarily Cancer crabs) were observed. Increases were most evident near the well site and appeared associated with the increased microrelief. Mussel accumulations around the site may also have attracted these species. One year after drilling, hake density was still elevated near the site, but mussels and Cancer densities were not. Decapod densities (particularly galatheid crabs) were lower within 500 meters of the site than beyond, perhaps because of hake predation. Sessile megabenthos (e.g., sea pens) may have been buried by cuttings in the immediate vicinity, but burial effects were not as evident one year later.",NO,NOT_CONFIRMED,,OpenAlex | Semantic Scholar,VERIFIED_BIBLIOGRAPHIC_DOCUMENT,PRODUCTION_CORE_INCLUDE,PROD-04650
CWC-012A353EA28C,Sediment impacts on sponges and a deep-sea coral in New Zealand,Valeria Mobilia,2021,Victoria University of Wellington,dissertation,10.26686/wgtn.17096843,https://doi.org/10.26686/wgtn.17096843,"Increased levels of suspended sediment in the water column are important factors contributing to the degradation of marine ecosystems worldwide. In coastal waters, temporal variation in suspended sediment concentrations (SSCs) occurs naturally due to seasonal and oceanographic processes. However, there is evidence that anthropogenic activities are increasing sediment concentrations. The volume of sediment moving from land-based sources into coastal ecosystems and human activities in the ocean disturbing the seafloor, such as dredging and bottom-contact fisheries, have been increasing over the last century. In addition, offshore activities, particularly bottom-contact fishing and potential deep-sea mining, can create sediment plumes in the deep-sea that may extend over long distances. Elevated suspended sediment concentrations have detrimental effects on benthic communities, particularly for suspension feeders like sponges and corals. The aim of this thesis was to investigate the effects of increased SSCs that might arise from heavy anthropogenic disturbance on common shallow water and deep-sea sponges and a deep-sea coral in New Zealand, as these groups contribute to habitat structure in some benthic environments, including the deep sea.",YES,FROZEN_PUBLIC_FULL_TEXT_LOCATION,https://openaccess.wgtn.ac.nz/articles/thesis/Sediment_impacts_on_sponges_and_a_deep-sea_coral_in_New_Zealand/17096843/1/files/31615100.pdf,OpenAlex | Semantic Scholar,VERIFIED_BIBLIOGRAPHIC_DOCUMENT,PRODUCTION_CORE_INCLUDE,PROD-05279
CWC-C5FAED17E7BF,Susceptibility of the Soft Coral Gersemia rubiformis to Capture by Hydraulic Clam Dredges off Eastern Canada: The Significance of Soft Coral-Shell Associations,Kent D. Gilkinson | Donald C. Gordon Jr. | D. L. McKeown | Dale Roddick | Ellen L. R. Kenchington | K. G. MacIsaac | C. Bourbonnais | W. P. Vass,2005,Benthic Habitats and the Effects of Fishing; American Fisheries Society Symposium 41,book-chapter,10.47886/9781888569605.ch65,https://doi.org/10.47886/9781888569605.ch65,"Abstract. Soft corals (order Alcyonacea) are common on low-relief seabeds on the eastern Canadian shelf where they attach to empty shells and gravel. The effect of hydraulic clam dredging on the abundance of soft corals (specifically Gersemia rubiformis ) was investigated on a sandy seabed at depths of 70–80 m on Banquereau, off eastern Canada. Visible soft corals were counted from video taken in two dredged and reference boxes before dredging; immediately after dredging; and 2 weeks, 1 year, and 2 years after dredging. Experimental dredging followed standard commercial practices. Dredge tracks covered approximately 53% and 68% of the surface area inside the two dredging boxes, and, although postdredging video surveys were conducted in heavily disturbed areas, no detectable effects of dredging on soft coral abundances were seen. However, the power of the analysis of variance was relatively low (0.6). Low dredge capture rates of soft corals also could partially explain the absence of an observed dredging effect on soft coral abundances. Dredge bycatch from the two dredging boxes showed that soft coral capture rates were variable and generally low (2% and 19%). In this sandy habitat, soft corals attach to empty shells at frequencies of 84% and higher. Most of the shell-attached soft corals were probably displaced from the dredge path through dredge-generated water turbulence. There are two spatial patterns of soft coral–shell associations on Banquereau. There is a low background density of soft corals (averaging 1–5 per 15 m2) with scattered patches (15–50 m in diameter) of dense accumulations of empty shells with attached epifauna including soft corals at higher abundances. It is expected that dredging through these dense patches, which are expected to be relatively hydrodynamically stable, would result in greater bycatch and damage to soft corals and disruption of these structurally complex seabed features.",NO,NOT_CONFIRMED,,OpenAlex,VERIFIED_BIBLIOGRAPHIC_DOCUMENT,PRODUCTION_CORE_INCLUDE,PROD-05429
CWC-F465BA58B9FB,Assessing Exploratory Drilling Impacts on an Arctic Deepwater Sea-Pen Habitat in Offshore Norway,J. E. Paulsen | Sabine Cochrane | Øyvind Leikvin | Jesper Hansen | Hans E. Torbergsen | Stefano Pierfelici,2014,Society of Petroleum Engineers conference proceedings,conference-paper,10.2118/168343-ms,https://doi.org/10.2118/168343-ms,"Abstract Drilling in Norwegian Arctic waters provokes concern regarding potential impacts on commercial fisheries and the marine environment. Of particular concern are deep-water sponge and sea-pen habitats. Drilling permits require environmental surveys to be carried out before and after drilling, to document drill cutting impacts. Lack of data on bottom currents in deep, northern waters may introduce errors in deposition models. This study aimed to provide data for environmental waste management in the Norwegian Arctic, at a drilling location at approximately 1400 m depth, inhabited by the deep-water seapen tentatively identified as Umbellula enchrinus, which occurs along the continental slope across the entire European Arctic. More than 70 Umbellula colonies were mapped using underwater video within approximately 1 km2 around the drilling location. Four surveys were carried out between 2010 and 2013, covering pre- and post-drilling conditions. Sediment core samples were taken before and after drilling to quantify the thickness and spatial extent of deposited drill cuttings. An Acoustic Doppler Current Profiler (ADCP) was deployed to measure water currents in the lower 450 m of the water column, at high resolution, during the entire drilling period. The upper water masses comprised northward-flowing Atlantic water, with cold Norwegian Sea Deep Water in the lowest 200 m overlying the seabed. Visible deposition of drill cuttings was restricted to within 100 m from the drilling location in most directions, and extending to around 150 m to the south-west, in accordance with bottom water movements. Exposure to cuttings deposition was not lethal, but organisms immediately near the well were mechanically destroyed. This likely is the most detailed investigation of live Umbellula organisms world-wide, and contributes to biological research on drilling impacts. Innovative water column measurements and drill cuttings impact assessments provide data for planning environmentally-sound drilling waste management strategies for offshore operations in Arctic Norway.",NO,NOT_CONFIRMED,,OpenAlex,VERIFIED_BIBLIOGRAPHIC_DOCUMENT,PRODUCTION_CORE_INCLUDE,PROD-05674
CWC-8DE4EC6DEA6A,Ecological consequences of exploration drilling on coral reefs in the Træna Deep,Pål Buhl‐Mortensen | Aivo Lepland,2007,Duo Research Archive (University of Oslo),report,,http://hdl.handle.net/11250/112721,"Coral reefs, skeleton samples and bottom sediments in the vicinity of the hydrocarbon exploration test well in the Træna Deep have been studied to assess the ecological effects and ""health status"" of Lophelia coral reefs. The fieldwork was carried out in June 2005, providing skeleton and sediment samples from 33 locations, video-recordings from eight dives with Remotely Operated Vehicle (ROV), and data on water movement from three current meters located at different sites. Current velocity and direction were recorded over a period of six days. The velocity varied between 0 and 27 cm/s, with the weakest currents in the area close to the exploration drilling site, and the strongest currents at the reference site about 12 km southeast of the drilling site. The current pattern showed tidal influence with a strong westward component. This current pattern was also reflected in the eastward growth of the coral reefs and by the orientation of fan-shaped gorgonian corals facing in the same direction. The analysis of video-records did not reveal clear difference in ""health"" status between reefs up-current or down-current to the drill site. The reefs consisted typically of a living ""frontal"" zone facing the currents, and a dead ""tail"" extending down-current for up to ca. 150 m. analysis of skeleton thin sections revealed that it is possible to establish the chronology and thrack the years in skeletons when the explorations drilling occured. The relatively coarse-gained sediments in the area made it possible to obtain seminent cores of limited length (5 - 30 cm), but several cores contain elevated Ba/barite concrentration at the sediment surface or just below. The geographic distribution of Ba content in sediments allowed the reconstruction of drilling mud disperal pattern westward from the drilling site, cinsistent with the prevailing current directions. Barite crystals, derived from the drilling mud, were identified among trapped sediments in the skeleton cavities of dead coral polyps older than six years. Highest barite concentrations was found in a polyp older than 13 years. The presence of relatively coarse-gained sediments abd drilling mud components in the coral polyps ca. 600 m down current from the drilling site signals the elevated turbulance and sediment supply during the drilling acitivty. This elevated sediment dispersion was likely having an influence upon the coral reefs, but due to the relatively shor duration of the drilling campaign and strong currents that effectively dilute episodic sediment discharges the damage was apparently not significant. Thus the results provide only minor indications of negative effects of drilling mud discharge on the cold-water coral Lophelia pertusa, but demonstrate that the method developed here can be used to trace exposure to elevated particle load originating from drilling activity.",NO,NOT_CONFIRMED,,OpenAlex,VERIFIED_BIBLIOGRAPHIC_DOCUMENT,PRODUCTION_CORE_INCLUDE,PROD-05675
CWC-F0F8871A2A32,Decommissioning of subsea oil and gas production pipelines: hydrodynamic modeling for preliminary assessment of sediment resuspension and burial onto benthic organisms,P. Paiva; J. L. Junior; E. Calderon; M. Juliano; M. M. Molisani,2020,Journal of Integrated Coastal Zone Management,article,10.5894/rgci-n286,https://doi.org/10.5894/rgci-n286,"Many offshore oil and gas fields in Brazil are reaching the end of their economic productive life, which has increasing the demand for decisions about decommissioning of the offshore exploration structures such as subsea pipelines. However, removing, retaining or relocating subsea infrastructure have potential impacts on the marine environment caused by seabed perturbation. Using the MOHID hydrodynamic software, this study simulated resuspension, similar to those caused by pipelines recovery operations, and estimated the deposited particle layer onto rhodoliths and deep-water coral in continental shelf and slope in different sediment grain-size typologies. According to the proposed scenarios, simulation of resuspension indicated that particle deposition exceeded the burial thresholds (5.0 mm to rhodoliths and 6.3 mm for deep-water corals), while only in the continental shelf with fine sand seabed, the subsea pipeline removing didn’t represent burial risk for considered benthic organisms.",YES,FROZEN_PUBLIC_FULL_TEXT_LOCATION,https://www.sintef.no/globalassets/project/erms/reports/erms-report-no-9b_burial_rf-am.pdf,Semantic Scholar,VERIFIED_BIBLIOGRAPHIC_DOCUMENT,PRODUCTION_CORE_INCLUDE,PROD-06781
CWC-8E3088960DAC,Regional guidance on measures to protect corals and sponges during exploratory drilling,Fisheries and Oceans Canada,2023,Fisheries and Oceans Canada,government_report,,https://www.dfo-mpo.gc.ca/publications/pnw-ppe/coral-sponge-caraux-eponges/nfl-guidance-directives-report-rapport-tnl-eng.html?wbdisable=false,"Coral condition: The degree of impact on corals and sponges from smothering is outlined in the DNV handbook as a low impact from sediment deposition of 1-3 mm, a moderate impact from 3-10 mm and a significant impact from >10 mm, which is in line with the conservative 1.5 mm PNET used for sensitive species in drill cuttings dispersion models and survey programs (DFO, 2021; DNV, 2019). Although coral health is a new area of research, there are elements of coral condition that can be used as a [...] in the NAFO Regulatory Area (NRA) using kernel density estimation (KDE). Sponges represent the hig",YES,FROZEN_PUBLIC_FULL_TEXT_LOCATION,https://www.dfo-mpo.gc.ca/publications/pnw-ppe/coral-sponge-caraux-eponges/nfl-guidance-directives-report-rapport-tnl-eng.html,Grey literature,VERIFIED_BIBLIOGRAPHIC_DOCUMENT,PRODUCTION_CORE_INCLUDE,PROD-07524
CWC-E8159C6B658B,"Effects of Sediment on Glass Sponges (Porifera, Hexactinellida) and Projected Effects on Glass Sponge Reefs",Sally P. Leys,2013,DFO Canadian Science Advisory Secretariat Research Document 2013/074,government_report,,https://www.dfo-mpo.gc.ca/csas-sccs/Publications/ResDocs-DocRech/2013/2013_074-eng.html,"Apr 11, 2013 — Clogging by sediment reduces filtration in the glass reef sponge by 50-80% of normal levels. Glass reef sponges rely on induced current to ...Read more",YES,FROZEN_PUBLIC_FULL_TEXT_LOCATION,https://www.dfo-mpo.gc.ca/csas-sccs/Publications/ResDocs-DocRech/2013/2013_074-eng.html,Grey literature,VERIFIED_BIBLIOGRAPHIC_DOCUMENT,PRODUCTION_CORE_INCLUDE,PROD-07591
CWC-72933D6D2377,Effects of Dredging-Related Stressors on Sponges: Laboratory Experiments,Maria-Cristina Pineda | Ben Strehlow | Alan Duckworth | Nicole S. Webster,2017,Western Australian Marine Science Institution,consultancy_report,,https://wamsi.org.au/app/uploads/2019/10/Dredging-Science-Final-Report-PROJ-6.4-Effects-of-dredging-related-stressors-on-sponges-Pineda-et-al-November-2017.pdf,"Due to their nutritional dependence on the products of photosynthesis, phototrophic sponges may be par-ticularly sensitive to turbidity (water cloudiness) and light reduction caused by increased suspended sediments in the water column14–17. One cause of high turbidity is dredging of the sea bed and the subsequent disposal of the sediment at offshore dredge material placement sites18. Recent analyses of the effects of plumes from dredging have shown the marked effects the suspended sediments can [...] responses of the deep-water sponge Geodia barretti exposed to suspended sediments. Aquat. Biol",YES,FROZEN_PUBLIC_FULL_TEXT_LOCATION,https://wamsi.org.au/app/uploads/2019/10/Dredging-Science-Final-Report-PROJ-6.4-Effects-of-dredging-related-stressors-on-sponges-Pineda-et-al-November-2017.pdf,Grey literature,VERIFIED_FULL_DOCUMENT_LOCATION,PRODUCTION_CORE_INCLUDE,PROD-07617
CWC-BED56803B049,Conservation and Restoration of Cold-Water Corals: CORDAP R&D Technology Roadmap,Qian Liu | Alex D. Rogers | Cassandra Roch | J. Gordon | Carlos M. Duarte | Laura F. Robinson | Rhian G. Waller | Christine Ferrier-Pagès | Sandra Brooke | Marina Carreiro-Silva | Kristopher Benson | M. L. De Carvalho Ferreira | C. Du Preez | S. Banks | James P. Barry | R. T. S. Cordeiro | Erik Cordes | Sebastian Hennige | T. F. Hourigan | M. V. Kitahara | Tina Kutti | Anna I. Larsson | D. M. Lauretta | A. K. Matsumoto | R. E. Ross | Eva Ramirez-Llodra | A. B. Yánez Suárez | Evan Edinger | A. Metaxas | Z. N. P. Filander | M. L. Taylor,2024,Coral Research & Development Accelerator Platform,consultancy_report,,https://cordap.org/wp-content/uploads/CORDAP-Cold-Water-Corals_Aug2024.pdf,"the scleractinian Desmophyllum pertusum had significant polyp mortality following burial by 6.5 mm of drill cuttings, the maximum permissible under environmental risk assessments in Norway (Larsson and Purser, 2011). High particle concentrations over longer periods resulted in reduced skeletal growth and reduced larval survival, indicating early life stages may be particularly vulnerable to drill cutting exposure (Larsson et al., 2013a). The Deep-Water Horizon blowout in 2010 led to impacts on [...] 1982). A sufficient understanding of the food sources of Octocorallia is lacking, as well as fo",YES,FROZEN_PUBLIC_FULL_TEXT_LOCATION,https://cordap.org/wp-content/uploads/CORDAP-Cold-Water-Corals_Aug2024.pdf,Grey literature,VERIFIED_FULL_DOCUMENT_LOCATION,PRODUCTION_CORE_INCLUDE,PROD-07637
CWC-337F7197A678,Identifying Priorities for the Protection of Deep-Sea Species and Habitats in the Nordic Seas,Erwann Legrand | Marion Boulard | Joe O'Connor | Tina Kutti,2024,Rapport fra havforskningen 2024-5; Institute of Marine Research,report,,https://www.hi.no/hi/nettrapporter/rapport-fra-havforskningen-en-2024-5,"particles tend to settle within a few hundred meters from the wellhead, usually resulting in spatially restricted impacts on benthic communities33. Low concentrations of the drill mud may disperse several kilometers away from the wellhead31. Recent studies demonstrated that impacts of suspended sediment plumes on long-lived structure-forming corals may be severe39. Furthermore, studies have shown much longer recovery times of deep-water benthic communities after being impacted from settling [...] from settling drilling mud as compared to more shallow water benthic communities34. The 2010 Deepw",YES,FROZEN_PUBLIC_FULL_TEXT_LOCATION,https://www.hi.no/hi/nettrapporter/rapport-fra-havforskningen-en-2024-5,Grey literature,VERIFIED_BIBLIOGRAPHIC_DOCUMENT,PRODUCTION_CORE_INCLUDE,PROD-07717
CWC-1FF605EE02AB,"IMR-PINRO Report No. 2-2016: Report on the Barents Sea Ecosystem, Part II—Complete Report",Institute of Marine Research | PINRO,2016,IMR-PINRO Joint Report Series 2-2016,monitoring_report,,https://www.hi.no/resources/publikasjoner/imrpinro/2016/imr-pinro_barents_sea_ecosystem_full_report_2016.pdf,"and other human activities such as oil and gas exploration. Because corals and sponges grow very slowly, recovery of these habitats may require from decades to centuries to recover, and in some cases may not recover at all (Fosså et al., 2002; Fosså and Kutti, 2010). As such, they are examples of Vulnerable Marine Ecosystems (VMEs). Impact or damage may lower the local biodiversity and diminish the possibility for many species to find shelter and feeding grounds (Buhl-Mortensen, 2006). The most [...] continental shelf. 69 Discharge of cuttings will lead to a certain degree of smothering of the",YES,FROZEN_PUBLIC_FULL_TEXT_LOCATION,https://www.hi.no/resources/publikasjoner/imrpinro/2016/imr-pinro_barents_sea_ecosystem_full_report_2016.pdf,Grey literature,VERIFIED_FULL_DOCUMENT_LOCATION,PRODUCTION_CORE_INCLUDE,PROD-07727
CWC-FF5955A82855,EL 1167 (Gale N-66) Conditions Closure Report,ExxonMobil Canada Ltd.,2023,ExxonMobil Canada Ltd.,monitoring_report,,https://exploration.exxonmobilcanada.ca/s/EL-1167-Gale-N-66-Closure-Report-2023.pdf,"from the 2023 post-drilling survey report concluded that effects from drilling activities within the 500 m x 500 m survey grid were within the EIS predictions. Coral and sponge abundances and densities were similar to pre-drilling levels. While coral and sponge condition differed from pre-drilling levels, this was largely due to the presence of basket stars on individuals (corals) and sedimentation present (sponge), both surveys categorizing these individuals as Poor rather than Good. it is [...] sections of this report, the pre-drilling survey results were compared to in situ post-drilling su",YES,FROZEN_PUBLIC_FULL_TEXT_LOCATION,https://exploration.exxonmobilcanada.ca/s/EL-1167-Gale-N-66-Closure-Report-2023.pdf,Grey literature,VERIFIED_FULL_DOCUMENT_LOCATION,PRODUCTION_CORE_INCLUDE,PROD-07833
CWC-162E32070130,Deep-Sea Sponge Aggregations: Fisheries Management Guidance,Joint Nature Conservation Committee | Scottish Natural Heritage,2013,JNCC and SNH Fisheries Management Guidance,regulator_assessment,,https://data.jncc.gov.uk/data/2d7638f7-cdd5-4153-8abb-9d33c5e02bf8/SMPA-fish-man-guidance-deep-sea-sponge-aggs-July2013.pdf,"(Hexactinellida) and the giant sponges (Desmospongia)1,2. They are thought to support diverse biological communities3, with the sponges increasing habitat complexity and influencing the occurrence of other species3. Impacts Demersal towed gears (including otter trawl, beam trawl) Trawling damages, displaces and removes sponges through direct physical impact, as well as from disturbed sediment resettling and causing smothering beyond the path of the trawl itself2,3,4. Deep-sea sponges have some [...] gathering and discussion with stakeholders will be required to determine the appropriate manage",YES,FROZEN_PUBLIC_FULL_TEXT_LOCATION,https://data.jncc.gov.uk/data/2d7638f7-cdd5-4153-8abb-9d33c5e02bf8/SMPA-fish-man-guidance-deep-sea-sponge-aggs-July2013.pdf,Grey literature,VERIFIED_FULL_DOCUMENT_LOCATION,PRODUCTION_CORE_INCLUDE,PROD-07904
